Question,Office,Get to know,Couples,Funny,Dirty,Spicy,Premium
Who is most likely to save their work only to lose it all?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Who is most likely to make friends with everyone at work?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Who is most likely to be the CEO one day?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Who is most likely to forget to turn off the mic during a Zoom call?,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to reply to Slack messages with GIFs?,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Who is most likely to accidentally send ""love you"" to a client?",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Who is more likely to cook a candlelit dinner for their partner?,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Who is more likely to write a heartfelt love letter?,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Who is more likely to get morbidly obese on day?,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"Who would be the first to say ""I love you"" in a relationship?",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Who is more likely to initiate a spontaneous slow dance?,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to remember important dates like anniversaries and birthdays?,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Who is more likely to forget important dates like anniversaries and birthdays?,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Who is more likely to make a romantic playlist for their partner?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to leave cute love notes for their partner to find?,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Who is more likely to give the most thoughtful gifts?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to plan a fun and unique date night?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the best listener in a relationship?,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Who has the best handshake?,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who has the firmest handshake?,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is more likely to watch a romantic movie just because their partner loves it?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to propose in a creative and memorable way?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Who is more likely to enjoy long, deep conversations with their partner?",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to go above and beyond to make their partner feel special?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to send sweet good morning and good night texts?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the most supportive partner during tough times?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to take care of their partner when they're sick?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to express their love through acts of service?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Who is more likely to plan a special day for their partner ""just because""?",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the most affectionate partner?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the most patient and understanding in a relationship?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to give the most meaningful compliments?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the most adventurous and open to trying new things with their partner?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the best at keeping the romance alive in a long-term relationship?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the most loyal and committed partner?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the most empathetic and compassionate in a relationship?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the most optimistic and positive influence on their partner?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the most willing to grow and learn together with their partner?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to forget an anniversary?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is the better cook?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to cry during a romantic movie?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to initiate a spontaneous trip?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to fall asleep during a movie night?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to try a new hobby together?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to send a sweet text message during the day?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to suggest a couple's workout routine?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to plan a weekend getaway?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the first to apologize after an argument?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to initiate a deep conversation about life?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to bring home a surprise gift?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to suggest trying a new restaurant?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to organize a romantic picnic?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to remember the small details about the other person?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to give a spontaneous hug or kiss?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to suggest a game night with friends?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to propose a unique date idea?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to be the better listener?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to plan a themed date night?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to remember the other person's favorite food?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to suggest a couple's spa day?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to give a thoughtful compliment?,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to suggest a fun outdoor activity?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to plan a surprise party for the other person?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to express their love through actions rather than words?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to take the lead in making decisions for the couple?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to plan a romantic breakfast in bed?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is more likely to initiate a cuddle session on the couch?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who is most likely to fart in front of people unintentionally?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Who is most likely to be good at it?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is the smartes?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to date someone just for the free rides?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have a weird fetish?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who can speak more languages?,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Who is most likely to be arrested before?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Who is most likely to change the teams for good?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to try changing a teams (at least for a short while)?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is the least likely to become a millionaire?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is the most likely to win the lottery?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to show their middle finger to their boss?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Who is most likely to through up in a party?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Who is most likely to blackout in a party?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Who is most likely to hookup with a random stranger?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has the deepest voice?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most terrifying when angry?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is the nigh owl?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who drinks more coffee furing the day?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to lie in a game?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is mostl likely to have one too many drinks?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Who in the room is most likely to have a secret tattoo and where?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who would be most willing to try skinny dipping in public?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has had the most adventurous experience in a public place?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Who is most likely to have a hidden piercing?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who in the room would be the most daring with role-playing in a relationship?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have sent a risqué text to the wrong person?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has had a crush on someone else in the room?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have had a friends-with-benefits arrangement?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is the most likely to have tried online dating apps for casual encounters?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who would be most open to a polyamorous relationship?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has the most extensive collection of lingerie or exotic clothing?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who in the room is most likely to have had a one-night stand while traveling?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have a diary or journal filled with secret fantasies?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has gone on the most blind dates?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to engage in public displays of affection?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who in the room would consider themselves the most experimental in their intimate life?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has the most surprising celebrity crush?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Who is most likely to have a secret admirer?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is the biggest flirt in the room?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who in the room is most likely to have an interesting story about meeting a partner in an unusual way?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have a secret fantasy they've never shared with anyone?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who would be most daring in trying out a new sensual massage technique?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Who in the room is most likely to have joined the ""Mile High Club""?",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has had the most unusual place for a romantic encounter?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have had a summer fling that no one knows about?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who would be the first to try out a nudist beach?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who in the room has the most surprising turn-on?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have had an affair with a celebrity?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has the most adventurous story about a date gone unexpectedly?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have a hidden collection of adult toys?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who would be the most likely to experiment with an open relationship?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who in the room has the most experience with blindfolds or handcuffs?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is the most likely to have had a secret relationship with someone famous?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has had the wildest bachelor or bachelorette party experience?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to write an anonymous love letter?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who in the room would be the most adventurous in trying out a new sensual dance?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who has the best story about a romantic encounter gone hilariously wrong?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have tried making a home romantic movie?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who in the room would you suspect of having a wild alter ego?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to have had the most romantic encounter in an exotic location?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who is most likely to be secret agent?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is the most secretive?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who lies the most?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who has had the most partners in one year?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to get into a fist fight?,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to have a stalker?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Who has the most scandalous secret they are willing to share?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Who is most likely to fall in love with someone from a completely different culture?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who in the room would be the most adventurous in trying out a new lifestyle or trend for love?,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Who has the best story about an unexpected romantic gesture they received?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to have an interesting story about a celebrity encounter?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Who in the room is the best at giving relationship advice, but is surprisingly single?",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to become famous on a social media platform?,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Who would dare to start a trendy challenge that goes viral?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who in the room has had the most epic fail while trying to impress a crush?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to have a secret blog or vlog that no one knows about?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who has the best story about an online friendship turning into something more?,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Who would be the first to try an extreme sport for a TikTok or Instagram video?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who in the room is most likely to have ghosted someone they met online?,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Who is most likely to have a quirky, unconventional fashion sense?",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who has the most dramatic story about a misunderstanding sent via text or DM?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to become an influencer in a niche or unusual field?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who would be the most willing to travel to another country to meet an online friend or love interest?,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Who in the room has the most interesting story about getting out of the friend zone?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to have a crush on a fictional character?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who has the funniest story about a misadventure with a DIY project or home experiment?,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Who is most likely to participate in a social experiment for the experience?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who in the room is the best at decoding emojis and text lingo?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who has the best story about a misunderstanding due to autocorrect?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to start a podcast or YouTube channel about their life experiences?,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Who in the room is most likely to have an embarrassing username from their early internet days?,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is most likely to have tried the most trending food or drink fads?,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Who would have most likely gone to a gay club?,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Who would most likely love to spread rumors?,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,90,231,61,143,29,97,46